StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,UserExp_AF,Request_AF,UserExp_PP,Request_PP,UserExp_AM,Request_AM,UserExp_AL,Request_AL,State,Law_Awareness,AttEnact_Disc,EnactExplain_Disc,ChangesExplain_Disc,AttEnact_Exp,EnactExplain_Exp,ChangesExplain_Exp,AttEnact_Req,EnactExplain_Req,ChangesExplain_Req,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,AppCategory,AppName,AppDescr
2025-04-21 18:03:44,2025-04-21 18:13:27,IP Address,100,583,TRUE,2025-04-21 18:13:28,R_3QzW7zKyV3WC7ox,anonymous,EN,I consent to participate in this study,Definitely yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably not,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely not,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Florida,California,Agree,"I do not think this measure is strong enough. Companies will just find a way to ""disclose"" it in a shady manner.",Tell the customer the actions they are taking with their data.,Strongly Agree,"Unless the company wants to finaically compensate users for this data, I think they should only collect data as it relates to the service/product. It's an invasion of privacy.",Stop collecting obscene amounts of data and working in fashion with each other to take advantage of consumer trends.,Strongly Agree,This seems reasonable and I think customers would agree.,More information to keep the consumers informed about their uses.,35-44,Man,,No,White,,"High school degree or equivalent (e.g., GED)",,582c71a66ef28c00019a1068,6806e80aa09de22ad716aebf,6806ea45063799f5abf54e40,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:02:04,2025-04-21 18:14:20,IP Address,100,735,TRUE,2025-04-21 18:14:20,R_7eOw6xv3TFua6QK,anonymous,EN,I consent to participate in this study,Definitely yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Definitely yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Definitely yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Definitely yes,"Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Pennsylvania,"Colorado,Oregon,Texas,Virginia",Strongly Agree,DATA MINIMIZATION SHOUND BE SHOULD BE REGULATED TO THE PURPOSE they disclose to the consumer.,ALOT OF CHANGES,Strongly Agree,BECAUSE IT SAVE GUIDE CUSTOMERS DATA,FEW CHANGES,Strongly Agree,I STRONLY AGREE AND BELIEVE DATA MINIMIZATIONREGULATIONS SHOULD LIMIT DATA COLLECTION to provide or maintain a specific product or service requested by the consumer.,NOTHING AT ALL,45-59,Woman,,No,White,,Bachelor's degree,,67efbad8d3f46f202f01bc3b,6806e80aa09de22ad716aebf,6806ea80bed2920e2de41b1a,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:00:26,2025-04-21 18:14:24,IP Address,100,838,TRUE,2025-04-21 18:14:24,R_3Gr0rdwULIr2taF,anonymous,EN,I consent to participate in this study,Definitely not,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely not,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely not,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely not,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",new york,"California,Colorado,Florida,Indiana,New Jersey",Strongly Agree,not allow the company collect my personal information.,give hard punishment like go to jail for 20 years if other people find out company is collect data.,Strongly Agree,not allow the company collect any data from me.,give hard punishment can prevent like go to jail for 20 years if other find out the company is collecting data.,Strongly Agree,need my agreement then they can collect it.,go to jail for 20 years. if find out they collect with out my agreement.,25-34,Man,,No,Asian,,Some college but no degree,,66313a1d5b7e48589182d3c9,6806e80aa09de22ad716aebf,6806ea26c1986285e0410edf,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:03:21,2025-04-21 18:14:31,IP Address,100,670,TRUE,2025-04-21 18:14:31,R_5KrtW7wC9BPCOQr,anonymous,EN,I consent to participate in this study,Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",North Carolina,,Strongly Agree,They will have to disclose to the customer exactly what they will collect,They will have to update the terms and have the customer agree.,Agree,"I agree that the data that is collected should not be over collected , just what is expected for data analysis purposes.",They will have to put in writing what data they will collect from the customer and have them agree or accept the terms.,Strongly Agree,I agree that the data should only correspond with with what the consumer wants.,I think they will have to get permission to collect the data per the customer request for a certain product.,45-59,Woman,,No,White,,Bachelor's degree,,66293f085f53afede9219dc0,6806e80aa09de22ad716aebf,6806eacce917df3936bcc1cd,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:00:08,2025-04-21 18:14:32,IP Address,100,863,TRUE,2025-04-21 18:14:32,R_3Gm3EY4JwNFglUZ,anonymous,EN,I consent to participate in this study,Probably yes,Using app features related to this purpose is a request for data to be collected for this purpose.,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using app features related to this purpose is a request for data to be collected for this purpose.",Probably yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably yes,Creating and signing into an account is a request for data to be collected for this purpose.,il,California,Strongly Agree,By tying data collection to a disclosed purpose,"evelopers would need to shift toward more intentional, clearly communicated data practices — which is both manageable and beneficial long-term.",Agree,"This regulation is consumer-centric, which is a positive step for privacy rights — it shifts the standard from what the company discloses to what the consumer would reasonably expect","Limit data collection to only what aligns with the core functionality of the app, unless users opt in to more.",Strongly Agree,"Data minimization is a foundational principle for building consumer trust and reducing the risk of data breaches, misuse, or unauthorized surveillance.",Limit default data collection to what’s strictly necessary for the core functionality of the app,25-34,Man,,Yes,White,,Bachelor's degree,,67e6eff1345076ec1ef9ac21,6806e80aa09de22ad716aebf,6806ea05f389bbe4d1ad9160,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:02:23,2025-04-21 18:15:03,IP Address,100,760,TRUE,2025-04-21 18:15:03,R_1EXGx14HdLHZtD3,anonymous,EN,I consent to participate in this study,Probably not,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably not,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably not,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Illinois,,Strongly Agree,Need to know doesn't exist for other than transition into profit should be prohibited.,Remove their mandates to use this a a revenue generation feature.,Strongly Agree,It's common sense.,Follow the law and be able to prove it.,Strongly Agree,It speaks for it's self.,Remove the features they included get get approval for the app that generate revenue from collection of data from the user and get the user no tangible benefits.,60-74,Man,,No,White,,Bachelor's degree,,652408b110c19343a504c45a,6806e80aa09de22ad716aebf,6806ea9b4e8d2741655690f6,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:01:40,2025-04-21 18:15:16,IP Address,100,815,TRUE,2025-04-21 18:15:16,R_7zNknDF14FUoJU9,anonymous,EN,I consent to participate in this study,Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Probably yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",United States Of America,,Disagree,I disagree because companies should have the freedom to search out for data and not be limited ,none,Disagree,I disagree because companies should have freedom of research and not be limited ,none ,Agree,i agree because companies will be limited in the collection of personal data to a reasonable proportion,none,35-44,Woman,,Yes,White,,Bachelor's degree,,67e8bedcc2e4bb440dad3d65,6806e80aa09de22ad716aebf,6806ea5a066384361fbcaf51,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:04:52,2025-04-21 18:15:54,IP Address,100,661,TRUE,2025-04-21 18:15:54,R_77IkVf28geK0sA4,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Washington,California,Strongly Agree,Whatever a company plans to do with its data should be disclosed to the consumer.,Unsure.,Strongly Agree,Whatever a company does with its data should be done with a purpose that consumers would reasonably expect.,Unsure,Strongly Agree,Whatever a company does with its data should be proportionate to providing or maintaining a specific product or service to the consumer.,Unsure,45-59,Man,,No,White,,Some college but no degree,,66eb8f1bb2f36d46387aa1b2,6806e80aa09de22ad716aebf,6806eb27a40e313fb25a2ca2,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:02:57,2025-04-21 18:16:55,IP Address,100,837,TRUE,2025-04-21 18:16:55,R_137syGVVwquEZ1p,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely not,Using app features related to this purpose is a request for data to be collected for this purpose.,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Florida,"Maryland,Minnesota,Virginia",Strongly Agree,Enacting the regulation safeguards consumer's privacy and ensure that they are aware of how their information is used. ,Provide full disclosure of how the consumer's data is collected and used. ,Strongly Agree,Enacting the regulation prevents consumer's exploitations through unethical use of their data.  ,Make the data collection in the app only necessary when obtaining crucial data needed to run the app and meet the consumers' needs.,Strongly Agree,Enacting data minimization laws ensures user's privacy and safety is guaranteed and minimizes unethical use of individuals' data. ,Only correct essential data and provide full disclosure of how the data is used. ,25-34,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67f08fe4e63319ca9198955f,6806e80aa09de22ad716aebf,6806eaaa3a6e20e712ff8f71,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:02:42,2025-04-21 18:17:00,IP Address,100,858,TRUE,2025-04-21 18:17:00,R_1p3HJ8ebUPw786z,anonymous,EN,I consent to participate in this study,Definitely yes,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Definitely not,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably yes,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",North Carolina,"California,Massachusetts,New York",Neutral,I’m not sure how to think since I don’t know what is the purpose they disclose is. It really depends on the purpose and this regulation is too vague.,Just be very clear with the purpose and the type of data being collected so consumers can make informed decisions.,Strongly Agree,Personal data should be very very private and no one wants to have their data collected unless it’s proportional to what consumers expect and nothing beyond that.,App developers will have to request consumers approval before collecting any data and nothing is allowed without approval. The request will have to include what kind of data being collected and what they are for.,Strongly Agree,Same as previously stated. Data is very private and personal. It should only be collected if it serves as a tool to maintain or provide a service requested by customers,App developers will once again have to request everytime they collect data with clear note of what being collected and how can it help with provide or maintenance of services.,25-34,Woman,,No,Asian,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,6730214557beb89aa16e74c2,6806e80aa09de22ad716aebf,6806eaaaa5bd41bf6248e14f,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:01:28,2025-04-21 18:17:17,IP Address,100,949,TRUE,2025-04-21 18:17:18,R_3OPPim1j6ZBazn0,anonymous,EN,I consent to participate in this study,Definitely yes,"Installing the app is a request for data to be collected for this purpose.,Creating and signing into an account is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.",Definitely not,Using app features related to this purpose is a request for data to be collected for this purpose.,Not sure,"Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.",Texas,,Strongly Agree,I feel they should only take the data which is needed,The companies should only take data which is needed,Strongly Agree,As consumers we should not have to worry about our privacy being invaded.,Make all of the necessary changes so that consumers rights aren't violated,Strongly Agree,I don't feel it's right for companies to collect unnecessary data from consumers. ,Make changes so that unnecessary data isn't collected from consumers,45-59,Woman,,No,Black or African American,,Bachelor's degree,,66f578343a3ef5afed111fb9,6806e80aa09de22ad716aebf,6806ea422ff55ff10d97e767,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
2025-04-21 18:02:43,2025-04-21 18:18:09,IP Address,100,926,TRUE,2025-04-21 18:18:09,R_13TQZSxGaTH4IuE,anonymous,EN,I consent to participate in this study,Not sure,"Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Probably yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",Probably yes,"Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.",Definitely yes,"Using the app is a request for data to be collected for this purpose, as long as there is an option to opt-out that has not been invoked.,Using app features related to this purpose is a request for data to be collected for this purpose.,Agreeing to the terms and conditions or a privacy policy by checking a box or clicking a button on first use is a request for data to be collected for this purpose.,Turning on data collection in settings, either in the app or via device permissions, is a request for data to be collected for this purpose.,Opting-in to a specific prompt from the app, such as a pop-up to opt-in via a button or checkbox, is a request for data to be collected for this purpose.,Messaging a company representative directly is a request for data to be collected for this purpose.",California,"California,Colorado,Connecticut,Delaware,Indiana,Iowa,Montana,New Hampshire,New Jersey,Oregon,Tennessee,Texas,Utah,Virginia",Strongly Agree,"Limiting data collection to what is necessary for a disclosed purpose enhances transparency and consumer trust. It ensures companies aren’t collecting unnecessary or excessive data, which helps protect user privacy and reduces the risk of data misuse.","App developers will need to review their data collection practices and ensure that they only gather data necessary for the purpose disclosed to users. They may need to update their privacy policies and obtain clear consent, making sure users understand why specific data is being collected and how it will be used.",Strongly Agree,"I think this regulation is really important because it ensures companies don’t take more personal data than necessary. If the data collection aligns with what consumers reasonably expect, it builds trust and makes users feel more comfortable. It’s about keeping things simple and transparent, which is crucial for privacy in today’s digital world.","App developers will probably need to rethink the kind of data they ask for. They’ll have to make sure they’re only collecting what’s needed for the app’s core features and what users would naturally expect. This could mean updating privacy policies to be clearer, asking for less intrusive data, and generally being more transparent about why certain data is being collected. It’ll also help if users have control over what they share.",Strongly Agree,"I strongly agree with the regulation because it ensures that companies only collect data necessary for the service requested by the consumer. This promotes privacy, reduces unnecessary data collection, and builds consumer trust. It aligns with global standards like the GDPR, which prioritize minimizing data to reduce privacy risks.","App developers will need to reassess their data collection practices to ensure they only collect data necessary for the app’s core functionality. They’ll need to update privacy policies, revise consent processes, and possibly limit data retention. Features that collect personal data may need to be adjusted to avoid over-collection, and developers might have to give users more control over what data they share.",35-44,Man,,No,White,,"Graduate or professional degree (e.g., Masters, PhD, M.D, MBA)",,67e82c21b8b6ba5a2db07c21,6806e80aa09de22ad716aebf,6806eaa9e473145eb38b28c9,finance,Venmo,"that allows you to pay and request money from your friends. The app provides a social way to pay friends when users owe money and don’t want to deal with cash, for example, when splitting a lunch bill or cab fare. You can pay people from their in-app balance, credit/debit card, or bank account."
